name	x	y	z	size
A1	-59.268970489502	-43.0533294677734	-16.1168251037598	0
A2	-60.5014877319336	-45.430793762207	-17.5991115570068	0
A3	-62.6578750610352	-47.192756652832	-8.7775239944458	0
A4	-51.6532821655273	-44.8845748901367	2.7259726524353	0
A5	-59.626148223877	-46.8287162780762	9.97871971130371	0
A6	-61.8085098266602	-45.6046829223633	29.5571784973145	0
A7	-59.6120376586914	-42.5143966674805	32.4535446166992	0
A8	-36.0829086303711	-37.3316955566406	38.7210464477539	0
A9	-32.4452171325684	-37.4948997497559	41.5354461669922	0
A10	-38.9541625976563	-37.2360458374023	51.2694473266602	0
A11	-38.8345489501953	-19.0193557739258	66.9084091186523	0
A12	-38.8345489501953	-19.0193557739258	66.9084091186523	0
A13	-38.8345489501953	-19.0193557739258	66.9084091186523	0
A14	-38.8345489501953	-19.0193557739258	66.9084091186523	0
A15	-38.8345489501953	-19.0193557739258	66.9084091186523	0
A16	-38.8345489501953	-19.0193557739258	66.9084091186523	0
A17	-28.1270561218262	-17.021541595459	-13.7652254104614	0
A18	-21.5974464416504	-20.6915912628174	-12.8278226852417	0
A19	-20.7832450866699	7.10547256469727	-38.253776550293	0
A20	-27.8256187438965	-6.9404091835022	-37.4922714233398	0
A21	-29.3654117584229	-8.35289001464844	-35.9940605163574	0
A22	-23.2669048309326	-20.8214282989502	-32.8535041809082	0
A23	-24.1430854797363	-25.7586822509766	-29.7092838287354	0
A24	-32.6736755371094	-28.9751739501953	-14.4872159957886	0
A25	-3.61062622070313	-26.5335788726807	62.2504272460938	0
A26	-67.4302444458008	-20.7827625274658	-16.8457183837891	0
A27	-43.4610061645508	-32.2469940185547	-24.477108001709	0
A28	-36.0370254516602	-35.3192443847656	-28.3577671051025	0
A29	-29.8961238861084	-47.7760276794434	-11.5837917327881	0
A30	-26.7490787506104	-45.9242858886719	-8.16033840179443	0
A31	-45.8956069946289	-83.1692199707031	0.101910784840584	0
A32	-46.900333404541	-68.3642425537109	-4.35520696640015	0
A33	-46.8197708129883	-65.6196441650391	-7.15659475326538	0
A34	-47.1167984008789	-58.8871841430664	-10.3812847137451	0
A35	-3.30102777481079	15.6787443161011	60.9861869812012	0
A36	-43.0445327758789	-63.8275871276855	-22.1690731048584	0
A37	-29.8778018951416	-69.6041564941406	-17.4518013000488	0
A38	-26.9574851989746	-74.1992950439453	-9.58461380004883	0
A39	-24.4381809234619	-75.6081237792969	-6.69575262069702	0
A40	-19.0799579620361	-60.9125137329102	-7.41351318359375	0
A41	-41.6294898986816	-44.7626190185547	-21.1370887756348	0
A42	-59.2354011535645	-43.4011039733887	-20.42018699646	0
A43	-57.3847427368164	-58.0322341918945	-16.8417110443115	0
A44	-45.2453994750977	-58.4269409179688	-9.06733131408691	0
A45	-42.5886917114258	-60.3704719543457	-7.14993000030518	0
A46	-41.871166229248	-70.4674072265625	-9.34429740905762	0
A47	-46.3415107727051	-79.471565246582	-10.7182273864746	0
A48	-42.2081680297852	-87.7470397949219	-11.1186428070068	0
A49	-29.7758541107178	-95.9362487792969	-5.2437162399292	0
A50	-16.9332160949707	-101.219375610352	8.56292724609375	0
B1	-3.57069778442383	-79.5583801269531	5.27288341522217	0
B2	-3.31048154830933	-70.7459564208984	6.12979030609131	0
B3	-8.85843181610107	-65.2439727783203	4.81907749176025	0
B4	-12.0776262283325	-50.7897758483887	-7.38667917251587	0
B5	-9.06948089599609	-32.9878005981445	3.59165334701538	0
B6	-11.3941516876221	-31.4244499206543	-3.62626767158508	0
B7	-15.6040468215942	-28.8019409179688	-7.40196704864502	0
B8	-17.4418697357178	-25.6055908203125	-11.1736917495728	0
B9	-7.52037572860718	-68.0690307617188	7.75185394287109	0
B10	-14.3052139282227	-73.5053558349609	4.41294717788696	0
B11	1.19921219348907	-41.2641334533691	8.95821571350098	0
B12	-2.98045325279236	-32.9948844909668	9.51102638244629	0
B13	-6.49691772460938	-28.2784423828125	5.64475059509277	0
B14	-14.6038799285889	-29.9286441802979	39.2590560913086	0
B15	-10.3314647674561	-7.28209209442139	44.5982131958008	0
B16	-8.32899951934814	6.04507350921631	41.3447151184082	0
B17	-17.8568916320801	-71.3964157104492	23.4107131958008	0
B18	-17.9476261138916	-66.3219680786133	24.900089263916	0
B19	-4.21214389801025	-58.2660026550293	33.468090057373	0
B20	-10.0075416564941	-44.614875793457	38.8010063171387	0
B21	-8.48605155944824	-39.204418182373	46.1897659301758	0
B22	-15.3745250701904	-34.7544174194336	40.5245590209961	0
B23	-8.32035255432129	-17.8582706451416	45.2494926452637	0
B24	-7.25687408447266	15.7384281158447	46.4528503417969	0
B25	-17.0772018432617	-69.4003143310547	27.4176788330078	0
B26	-3.72252154350281	-70.6757736206055	29.9846496582031	0
B27	-3.52309942245483	-61.3282890319824	35.951488494873	0
B28	-5.00926303863525	-57.171459197998	37.0752410888672	0
B29	-4.72573328018188	-43.8776168823242	46.5316276550293	0
B30	-2.39789152145386	-31.7331085205078	53.1496276855469	0
B31	-6.84325885772705	-23.6225242614746	49.5248489379883	0
B32	-5.88281726837158	13.6693162918091	54.8622550964355	0
B33	-8.14498138427734	-77.2987670898438	47.0367546081543	0
B34	-3.28691244125366	-66.9381103515625	39.5111312866211	0
B35	-9.69018077850342	-57.9841804504395	56.6869621276855	0
B36	-5.8541464805603	-49.3116226196289	48.2784805297852	0
B37	-2.30217790603638	-38.9001235961914	61.69775390625	0
B38	-0.965259432792664	-32.3676223754883	67.0692291259766	0
B39	-16.4987030029297	2.68650436401367	71.3700790405273	0
B40	-22.721736907959	8.10204124450684	65.0462799072266	0
B41	-7.71347332000732	-74.2668533325195	38.7809295654297	0
B42	-11.7359218597412	-62.8386726379395	63.3932800292969	0
B43	-11.4804983139038	-59.4735717773438	59.8572616577148	0
B44	-8.72806072235107	-41.4600601196289	76.0981674194336	0
B45	-3.00915861129761	-43.4756851196289	67.7434158325195	0
B46	-11.0542774200439	-27.1896324157715	76.2317352294922	0
B47	-21.0827445983887	-3.52397274971008	68.9317321777344	0
B48	-22.0661926269531	3.8447277545929	60.123462677002	0
B49	-21.9407615661621	-64.1609115600586	36.5489463806152	0
B50	-19.4879016876221	-63.886791229248	64.6068801879883	0
B51	-15.9756593704224	-60.3276977539063	63.3005485534668	0
B52	-14.9049320220947	-36.2772636413574	77.1412506103516	0
B53	-16.3495750427246	-31.1024417877197	75.5813522338867	0
B54	-20.7805767059326	-24.4860801696777	72.1548156738281	0
B55	-18.9308929443359	-11.4568271636963	62.055980682373	0
B56	-22.6068840026855	3.22429227828979	54.2377433776855	0
B57	-23.2147941589355	-62.5143966674805	37.183032989502	0
B58	-22.7847709655762	-62.1539611816406	65.5735092163086	0
B59	-28.0444240570068	-56.3182258605957	66.9435882568359	0
B60	-18.9493350982666	-35.7053909301758	72.3266983032227	0
B61	-20.0165729522705	-30.85715675354	74.9857177734375	0
B62	-23.1891918182373	-24.6047325134277	69.9119415283203	0
B63	-23.30126953125	-15.4619417190552	67.1422271728516	0
B64	-42.6062355041504	-5.67319965362549	56.5692977905273	0
